weapon_name,slot,mod_name,damage_change,damage_change_is_percent,fire_rate_change,range_change,accuracy_change,ap_cost_change,recoil_change,spread_change,converts_to_auto,converts_to_semi,crit_damage_bonus,hip_fire_accuracy_bonus,armor_penetration,is_suppressed,is_scoped,mag_size_change,reload_speed_change,weight_change,value_change_percent,required_perk,required_perk_rank,form_id,source_url
Assault rifle,receiver,Scorched killer's,-20%,0,,,,,,,0,0,,,,0,0,,,+0.8,+100%,quest,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Severe,+12.5%,0,,,+1,,,,0,0,,,,0,0,,,+1.8,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Steadfast,,0,+8,,+3,-5%,,,0,0,,,,0,0,,,+1,+50%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,True,,0,,,+4,,,,0,0,,,,0,0,,,+2.4,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Tweaked automatic,-30%,0,+29,-12,,-50%,,,1,0,,,,0,0,,,+1.2,+70%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Vicious,,0,,,+2,,,,0,0,,,,0,0,,,+1.2,+70%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Vigorous,+12.5%,0,+8,,,-5%,,,0,0,,,,0,0,,,+1.8,+50%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Aligned long,,0,,+84,+3,-5%,+37%,,0,0,,,,0,0,,,+0.8,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Aligned short(Short),,0,,,+3,-5%,-22%,,0,0,,,,0,0,,,+0.8,+50%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Stabilized long,,0,,+84,+1,,+25%,,0,0,,,,0,0,,,+2.4,+60%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Stabilized short(Short),,0,,,+1,,-35%,,0,0,,,,0,0,,,+2.4,+50%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Standard long,,0,,+84,+1,,+50%,,0,0,,,,0,0,,,,+20%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,Standard short(Short),,0,,,,,,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,True long,,0,,+84,+4,,+50%,,0,0,,,,0,0,,,+2.4,+60%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,barrel,True short(Short),,0,,,+4,,-10%,,0,0,,,,0,0,,,+2.4,+50%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Aligned(Marksman's),,0,,,+3,-5%,-22%,,0,0,,,,0,0,,,+2,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Bruising,,0,,,,,-10%,,0,0,,,,0,0,,,+2.4,+60%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Forceful,,0,,,+1,-5%,-22%,,0,0,,,,0,0,,,+2.8,+70%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Precise,,0,,,+3,,-10%,,0,0,,,,0,0,,,+2.8,+70%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Stabilized(Sharpshooter's),,0,,,+1,,-35%,,0,0,,,,0,0,,,+3.6,+60%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,Standard short,,0,,,,,-10%,,0,0,,,,0,0,,,+1.2,+20%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,stock,True,,0,,,+4,,-10%,,0,0,,,,0,0,,,+3.6,+60%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Drum(Maximum Capacity),,0,,,,+10%,,,0,0,,,,0,0,,,+1.2,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Perforating(Armor Piercing),,0,,,,+20%,,,0,0,,,,0,0,,,+1.2,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Piercing(Quick),,0,,,,+5%,,,0,0,,,,0,0,,,+1,+40%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Quick,,0,,,,-5%,,,0,0,,,,0,0,,,+0.8,+20%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Stinging(Maximum Capacity Armor Piercing),,0,,,,+15%,,,0,0,,,,0,0,,,+1.2,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,magazine,Swift(Maximum Capacity),,0,,,,,,,0,0,,,,0,0,,,+1,+40%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Long night vision scope(Night-Vision),,0,,,+37,,,,0,0,,,,0,1,,,+1.2,+80%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Long recon scope(Scoped Recon),,0,,,+37,,,,0,0,,,,0,1,,,+1.4,+100%,Gunsmith,5,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Long scope(Scoped),,0,,,+37,,,,0,0,,,,0,1,,,+1.2,+50%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Medium night vision scope(Night-Vision),,0,,,+24,,,,0,0,,,,0,1,,,+1,+60%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Medium scope(Scoped),,0,,,+24,,,,0,0,,,,0,1,,,+1,+40%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Reflex sight (circle)(Tactical),,0,,,+8,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Reflex sight (dot)(Tactical),,0,,,+8,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Short night vision scope(Night-Vision),,0,,,+17,+30%,,,0,0,,,,0,1,,,+1,+40%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Short recon scope(Scoped Recon),,0,,,+11,+20%,,,0,0,,,,0,1,,,+1,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,sight,Short scope(Scoped),,0,,,+17,,,,0,0,,,,0,1,,,+0.8,+20%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,muzzle,Compensator(Compensated),,0,,-12,+1,,-15%,,0,0,,,,0,0,,,+0.8,+40%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,muzzle,Muzzle brake,,0,,-18,+1,,-10%,,0,0,,,,0,0,,,+0.8,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,muzzle,Suppressor(Suppressed),,0,,-18,+1,,-12%,,0,0,,,,1,0,,,+1,+80%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Radium rifle,receiver,Automatic,-10%,0,+32,-12,-7,-50%,,,1,0,,,,0,0,,,+0.3,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Calibrated,,0,,,,,,,0,0,,,,0,0,,,+0.4,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Focused automatic,,0,+32,-12,-5,-50%,,,1,0,,,,0,0,,,+0.4,+50%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Hair trigger,,0,+21,,-4,-10%,,,0,0,,,,0,0,,,+0.4,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Powerful automatic,+12.5%,0,+32,-12,-7,-50%,,,1,0,,,,0,0,,,+0.7,+50%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Prime automatic,+15%,0,+32,-12,-7,-50%,,,1,0,,,,0,0,,,+0.3,+140%,plan,1,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Prime,+25%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Refined,+12.5%,0,,,+2,,,,0,0,,,,0,0,,,+0.6,+40%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Severe,+12.5%,0,,,,,,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Snappy(Hair Trigger),,0,+9,,-2,-5%,,,0,0,,,,0,0,,,+0.4,+70%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Speedy,,0,+9,,,-5%,,,0,0,,,,0,0,,,+0.4,+50%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,True,,0,,,+3,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Tuned,+12.5%,0,+9,,-2,-5%,,,0,0,,,,0,0,,,+0.7,+50%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Tweaked automatic,,0,+32,-12,-7,-50%,,,1,0,,,,0,0,,,+0.4,+70%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,receiver,Vicious,,0,,,+2,,,,0,0,,,,0,0,,,+0.4,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Aligned long,,0,,+84,-2,-5%,+37%,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Aligned short,,0,,,+3,-5%,-22%,,0,0,,,,0,0,,,+0.7,+50%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Long,,0,,+84,-5,,+50%,,0,0,,,,0,0,,,,+20%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Stabilized long,,0,,+84,-3,,+25%,,0,0,,,,0,0,,,+2.1,+60%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Stabilized short,,0,,,+2,,-35%,,0,0,,,,0,0,,,+2.1,+50%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,Standard(Short),,0,,,,,-10%,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,True long,,0,,+84,-2,,+50%,,0,0,,,,0,0,,,+2.1,+60%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,barrel,True short,,0,,,+3,,-10%,,0,0,,,,0,0,,,+2.1,+50%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Aligned(Rifle),,0,,,+3,-5%,-22%,,0,0,,,,0,0,,,+1.8,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Bruising(Rifle),,0,,,,,-10%,,0,0,,,,0,0,,,+2.1,+60%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Forceful(Rifle),,0,,,+1,-5%,-22%,,0,0,,,,0,0,,,+2.4,+70%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Precise,,0,,,+2,,-10%,,0,0,,,,0,0,,,+2.4,+70%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Stabilized(Rifle),,0,,,+2,,-35%,,0,0,,,,0,0,,,+3.1,+60%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,Standard(Rifle),,0,,,,,-10%,,0,0,,,,0,0,,,+1,+20%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,stock,True(Rifle),,0,,,+3,,-10%,,0,0,,,,0,0,,,+3.1,+60%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Large(High Capacity),,0,,,,+10%,,,0,0,,,,0,0,,,+1,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Perforating(Armor Piercing),,0,,,,+20%,,,0,0,,,,0,0,,,+1,+40%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Piercing(Armor Piercing),,0,,,,+5%,,,0,0,,,,0,0,,,+0.9,+40%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Quick,,0,,,,-5%,,,0,0,,,,0,0,,,+0.7,+20%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Stinging(Armor Piercing),,0,,,,+15%,,,0,0,,,,0,0,,,+1,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,magazine,Swift,,0,,,,,,,0,0,,,,0,0,,,+0.9,+40%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Glow(Glow-Sighted),,0,,,+1,-7.5%,,,0,0,,,,0,0,,,+0.1,+10%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Long night vision scope(Night-Vision),,0,,,+37,,,,0,0,,,,0,1,,,+1,+80%,plan,1,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Long scope(Scoped),,0,,,+37,,,,0,0,,,,0,1,,,+1,+50%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Medium night vision scope(Night-Vision),,0,,,+23,,,,0,0,,,,0,1,,,+0.9,+60%,plan,1,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Medium scope(Scoped),,0,,,+23,,,,0,0,,,,0,1,,,+0.9,+40%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Reflex sight (dot)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Short night vision scope(Night-Vision),,0,,,+17,+30%,,,0,0,,,,0,1,,,+0.9,+40%,plan,1,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,sight,Short scope(Scoped),,0,,,+17,,,,0,0,,,,0,1,,,+0.7,+20%,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,muzzle,Compensator(Compensated),,0,,-12,+5,,-15%,,0,0,,,,0,0,,,+0.7,+40%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,muzzle,Muzzle brake,,0,,-18,+5,,-10%,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Radium rifle,muzzle,Suppressor(Suppressed),,0,,-18,+1,,-12%,,0,0,,,,1,0,,,+0.9,+80%,Gunsmith,5,,https://fallout.fandom.com/wiki/Radium_rifle_(Fallout_76)
Submachine gun,receiver,Armor piercing,,0,+20,-12,,-40%,,,0,0,,,,0,0,,,+1,+60%,plan,1,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,receiver,Hardened,+12.5%,0,+20,-12,,-50%,,,0,1,,,,0,0,,,+1.6,+50%,plan,1,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,receiver,Prime,+25%,0,+20,-12,,-50%,,,0,0,,,,0,0,,,+0.7,+140%,plan,1,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,receiver,Scorched killer's,-10%-20%,0,+20,-12,,-25%,,,0,0,,,,0,0,,,+1.4,+140%,quest,1,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,barrel,Short light(Light),,0,,+36,+10,,-10%,,0,0,,,,0,0,,,+2.1,+50%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,stock,Full,,0,,,+3,,-35%,,0,0,,,,0,0,,,+3.1,+60%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,stock,Recoil compensating(Recoil Compensated),,0,,,+5,-5%,-22%,,0,0,,,,0,0,,,+1.8,+85%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,stock,Short,,0,,,,,-10%,,0,0,,,,0,0,,,+2.4,+40%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,magazine,Large drum(Maximum Capacity),,0,,,,+10%,,,0,0,,,,0,0,,,+1,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,magazine,Large quick eject drum(Quick Maximum Capacity),,0,,,,,,,0,0,,,,0,0,,,+0.9,+65%,Gunsmith,3,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,magazine,Medium,,0,,,,,,,0,0,,,,0,0,,,+1,+10%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,magazine,Medium quick eject drum(Quick),,0,,,,-5%,,,0,0,,,,0,0,,,+0.7,+20%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,sight,Glow(Glow-Sighted),,0,,,+2,-7.5%,,,0,0,,,,0,0,,,+0.1,+10%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,sight,Reflex sight (dot)(Tactical),,0,,,+8,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,muzzle,Compensator(Compensated),,0,,-12,+10,,-15%,,0,0,,,,0,0,,,+0.7,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,muzzle,Muzzle brake,,0,,-18,+10,,-10%,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
Submachine gun,muzzle,Suppressor(Suppressed),,0,,-18,+1,,-12%,,0,0,,,,1,0,,,+0.9,+80%,Gunsmith,3,,https://fallout.fandom.com/wiki/Submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Calibrated,,0,,,+1,,,,0,0,,,,0,0,,,+0.4,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Prime,+25%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Refined,+12.5%,0,,,+3,,,,0,0,,,,0,0,,,+0.6,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Scorched killer's,-20%,0,,,,,,,0,0,,,,0,0,,,+0.3,+100%,quest,1,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Severe,+12.5%,0,,,,,,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,True,,0,,,+4,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,receiver,Vicious,,0,,,+3,,,,0,0,,,,0,0,,,+0.4,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Aligned long(Ported),,0,,+120,+3,-5%,+37%,,0,0,,,,0,0,,,+0.3,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Aligned short,,0,,+36,+11,-5%,-22%,,0,0,,,,0,0,,,+0.3,+50%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Aligned stub(Short),,0,,,+4,-5%,+12%,,0,0,,,,0,0,,,+0.3,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Long(Ported),,0,,+120,+1,,+50%,,0,0,,,,0,0,,,,+20%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Short(Short),,0,,+36,,,+50%,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Stabilized long(Ported),,0,,+120,+2,,+25%,,0,0,,,,0,0,,,+0.9,+60%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Stabilized short,,0,,+36,+10,,-35%,,0,0,,,,0,0,,,+0.9,+50%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Stabilized stub(Short),,0,,,+4,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,Stub(Short),,0,,,,,+25%,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,True long(Ported),,0,,+120,+4,,+50%,,0,0,,,,0,0,,,+0.9,+60%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,True short,,0,,+36,+10,,-10%,,0,0,,,,0,0,,,+0.9,+50%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,barrel,True stub(Short),,0,,,+4,,+25%,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,Aligned(Comfort Grip),,0,,,+5,-5%,-12%,,0,0,,,,0,0,,,+0.3,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,Bruising,,0,,,,,,,0,0,,,,0,0,,,+0.4,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,Forceful(Marksman's),,0,,,+6,-5%,-22%,,0,0,,,,0,0,,,+1,+70%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,Precise,,0,,,+3,,,,0,0,,,,0,0,,,+0.6,+50%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,Stabilized(Marksman's),,0,,,+4,,-25%,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,stock,True,,0,,,+4,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,magazine,Drum(Maximum Capacity),,0,,,,+10%,,,0,0,,,,0,0,,,+0.4,+40%,plan,1,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,magazine,Perforating(Armor Piercing),,0,,,,+20%,,,0,0,,,,0,0,,,+0.4,+40%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,magazine,Piercing(Quick),,0,,,,+5%,,,0,0,,,,0,0,,,+0.4,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
10mm submachine gun,magazine,Quick(Quick),,0,,,,-5%,,,0,0,,,,0,0,,,+0.3,+20%,,,,https://fallout.fandom.com/wiki/10mm_submachine_gun_(Fallout_76)
Pipe revolver,receiver,.38,-12.5%,0,,,,,,,0,0,,,,0,0,,,,,plan,1,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Calibrated,,0,,,+1,,,,0,0,,,,0,0,,,+0.6,+40%,,,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Critical .38,-25%,0,,,,,,,0,0,,,,0,0,,,+0.6,+70%,plan,1,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Hair trigger,,0,+33%,,-2,-10%,,,0,0,,,,0,0,,,+0.6,+40%,,,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+1.2,+40%,,,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Hasty .38,-25%,0,+15,,-1,-10%,,,0,0,,,,0,0,,,+0.6,+60%,plan,1,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
Pipe revolver,receiver,Precise .38,-25%,0,,,+3,,,,0,0,,,,0,0,,,+0.5,+50%,plan,1,,https://fallout.fandom.com/wiki/Pipe_revolver_(Fallout_76)
